"flag_id","object_type","object_index","state_name","activity_count"
"0","alligator_busy_box","0","infovofrobot","28"
"1","alligator_busy_box","0","inhandofrobot","0"
"2","alligator_busy_box","0","inreachofrobot","0"
"3","alligator_busy_box","0","toggled","0"
"4","music_toy","0","infovofrobot","32"
"5","music_toy","0","inhandofrobot","0"
"6","music_toy","0","inreachofrobot","4"
"7","music_toy","0","noise","0"
"8","music_toy","0","toggled","0"
"9","farm_toy","0","infovofrobot","35"
"10","farm_toy","0","inhandofrobot","0"
"11","farm_toy","0","inreachofrobot","6"
"12","farm_toy","0","popup","3"
"13","farm_toy","0","toggled","3"
"14","piggie_bank","0","infovofrobot","19"
"15","piggie_bank","0","inhandofrobot","0"
"16","piggie_bank","0","inreachofrobot","6"
"17","piggie_bank","0","noise","8"
"18","piggie_bank","0","open","4"
"19","piggie_bank","0","toggled","4"
"20","rattle","0","infovofrobot","16"
"21","rattle","0","inhandofrobot","5"
"22","rattle","0","inreachofrobot","1"
"23","rattle","0","noise","4"
"24","winnie_cabinet","0","infovofrobot","23"
"25","winnie_cabinet","0","inhandofrobot","0"
"26","winnie_cabinet","0","inreachofrobot","4"
"27","winnie_cabinet","0","open","0"
"28","winnie_cabinet","0","toggled","0"
